,path,acc,f1,pr,re,auc_pr_RUNX1_RUNX1T1,auc_pr_control,auc_pr_NPM1,auc_pr_PML_RARA,auc_pr_CBFB_MYH11,auc_roc_RUNX1_RUNX1T1,auc_roc_control,auc_roc_NPM1,auc_roc_PML_RARA,auc_roc_CBFB_MYH11,c_acc_RUNX1_RUNX1T1,c_acc_control,c_acc_NPM1,c_acc_PML_RARA,c_acc_CBFB_MYH11,c_f1_RUNX1_RUNX1T1,c_f1_control,c_f1_NPM1,c_f1_PML_RARA,c_f1_CBFB_MYH11
0,exp3_seed1,0.7837837837837838,0.7869715869715871,0.7927927927927929,0.7837837837837838,0.5044793169793169,1.0,0.719501133786848,1.0,0.9326530612244897,0.7016129032258064,1.0,0.719047619047619,1.0,0.8404761904761905,0.5,1.0,0.5714285714285714,1.0,0.7142857142857143,0.5,1.0,0.5333333333333333,1.0,0.7692307692307693
1,exp3_seed20,0.7027027027027027,0.6845691845691846,0.68988218988219,0.7027027027027027,0.49664502164502167,1.0,0.6245493652006258,1.0,0.812159863945578,0.467741935483871,1.0,0.7238095238095239,0.9,0.8404761904761905,0.0,1.0,0.7142857142857143,0.8,0.7142857142857143,0.0,1.0,0.5,0.8888888888888888,0.7692307692307693
2,exp3_seed42,0.7837837837837838,0.7803280203280204,0.7836105336105337,0.7837837837837838,0.3933758371258371,1.0,0.662797619047619,1.0,0.8581632653061224,0.7016129032258064,0.98,0.7523809523809524,0.9,0.8952380952380953,0.5,1.0,0.5714285714285714,0.8,0.8571428571428571,0.5,0.96,0.6153846153846154,0.8888888888888888,0.8
mean,,0.7567567567567567,0.7506229306229307,0.7554285054285055,0.7567567567567567,0.4648333919167253,1.0,0.6689493726783642,1.0,0.8676587301587301,0.6236559139784946,0.9933333333333333,0.7317460317460318,0.9333333333333332,0.8587301587301588,0.3333333333333333,1.0,0.619047619047619,0.8666666666666667,0.7619047619047619,0.3333333333333333,0.9866666666666667,0.5495726495726495,0.9259259259259259,0.7794871794871795
std,,0.04681218398834801,0.05730058699731149,0.05695013680576563,0.04681218398834801,0.06200790795024311,0.0,0.047773869886821134,0.0,0.060805226232611025,0.13502546618144468,0.011547005383792525,0.018028280462857985,0.05773502691896257,0.03161680045562238,0.2886751345948129,0.0,0.08247860988423228,0.11547005383792512,0.08247860988423221,0.2886751345948129,0.023094010767585053,0.05938172202626241,0.06415002990995845,0.0177646236673731
