,path,acc,f1,pr,re,auc_pr_RUNX1_RUNX1T1,auc_pr_control,auc_pr_NPM1,auc_pr_PML_RARA,auc_pr_CBFB_MYH11,auc_roc_RUNX1_RUNX1T1,auc_roc_control,auc_roc_NPM1,auc_roc_PML_RARA,auc_roc_CBFB_MYH11,c_acc_RUNX1_RUNX1T1,c_acc_control,c_acc_NPM1,c_acc_PML_RARA,c_acc_CBFB_MYH11,c_f1_RUNX1_RUNX1T1,c_f1_control,c_f1_NPM1,c_f1_PML_RARA,c_f1_CBFB_MYH11
mean,mean_uncertain_max50,0.8288288288288288,0.8288288288288288,0.8288288288288288,0.8288288288288288,0.8654531425364759,1.0,0.6841474654721006,0.9449206349206349,0.8103673078426773,0.8225806451612904,0.9866666666666667,0.723015873015873,0.984375,0.9007936507936508,0.6666666666666666,1.0,0.5238095238095238,1.0,0.8571428571428571,0.7444444444444445,0.9733333333333333,0.5757575757575758,0.9141414141414143,0.8190476190476191
mean,mean_uncertain_misscl10,0.8288288288288288,0.8288288288288288,0.8288288288288288,0.8288288288288288,0.737037037037037,1.0,0.8838260945403803,1.0,0.6705775305869289,0.9345878136200717,0.9933333333333333,0.834920634920635,0.9614583333333333,0.7047619047619048,0.9444444444444445,1.0,0.7142857142857143,0.9333333333333332,0.4761904761904762,0.8111111111111112,0.9866666666666667,0.7509157509157509,0.9326599326599326,0.5014245014245015
mean,mean_uncertain_misscl20,0.8648648648648649,0.8648648648648649,0.8648648648648649,0.8648648648648649,0.9101521164021164,1.0,0.8707006539989731,1.0,0.8541039648182505,0.839605734767025,1.0,0.8238095238095239,0.9947916666666666,0.8825396825396825,0.7222222222222222,1.0,0.7142857142857143,1.0,0.8095238095238094,0.72991452991453,1.0,0.7167277167277167,0.9696969696969697,0.8095238095238094
mean,mean_uncertain_misscl30,0.846846846846847,0.846846846846847,0.846846846846847,0.846846846846847,0.862687389770723,1.0,0.7449544775175024,1.0,0.8690496711505115,0.7948028673835127,1.0,0.8071428571428573,0.9947916666666666,0.876984126984127,0.6111111111111112,1.0,0.7142857142857143,1.0,0.8095238095238094,0.6936026936026937,1.0,0.6686507936507936,0.9696969696969697,0.7897435897435897
mean,mean_uncertain_misscl40,0.8243243243243243,0.8243243243243243,0.8243243243243243,0.8243243243243243,0.830552074631022,1.0,0.7002479871840773,1.0,0.7991845980816568,0.8172043010752688,1.0,0.7440476190476191,1.0,0.842857142857143,0.6666666666666666,1.0,0.5714285714285714,1.0,0.7857142857142857,0.7272727272727273,1.0,0.5934065934065934,1.0,0.7125
mean,mean_uncertain_misscl50,0.8378378378378379,0.8378378378378379,0.8378378378378379,0.8378378378378379,0.8114076028138527,1.0,0.6183180964693569,1.0,0.8360358688930116,0.8091397849462365,1.0,0.7880952380952381,1.0,0.8511904761904763,0.6666666666666666,1.0,0.6428571428571428,1.0,0.7857142857142857,0.696969696969697,1.0,0.6666666666666666,1.0,0.7410714285714286
mean,mean_uncertain_sum10,0.8648648648648649,0.8648648648648649,0.8648648648648649,0.8648648648648649,0.8571022727272727,1.0,0.8923387337391095,1.0,0.708737889095032,0.8172043010752688,1.0,0.8238095238095239,1.0,0.8952380952380953,0.6666666666666666,1.0,0.7142857142857143,1.0,0.8571428571428571,0.7272727272727273,1.0,0.7142857142857143,1.0,0.8
mean,mean_uncertain_sum20,0.8513513513513513,0.8513513513513513,0.8513513513513513,0.8513513513513513,0.9237103174603174,1.0,0.7089873449379751,1.0,0.7585235003092144,0.8508064516129032,1.0,0.7797619047619048,1.0,0.8678571428571429,0.75,1.0,0.6428571428571428,1.0,0.7857142857142857,0.7482517482517483,1.0,0.641025641025641,1.0,0.7857142857142857
mean,mean_uncertain_sum30,0.8243243243243243,0.8243243243243243,0.8243243243243243,0.8243243243243243,0.6869893944622205,1.0,0.7264224279455371,1.0,0.8120344932844933,0.8091397849462365,1.0,0.7523809523809524,1.0,0.8428571428571429,0.6666666666666666,1.0,0.5714285714285714,1.0,0.7857142857142857,0.696969696969697,1.0,0.6153846153846154,1.0,0.7083333333333333
mean,mean_uncertain_sum40,0.7837837837837838,0.7837837837837838,0.7837837837837838,0.7837837837837838,0.7493483504512916,1.0,0.6418747918747918,1.0,0.7722591030032427,0.7338709677419355,1.0,0.719047619047619,1.0,0.8071428571428572,0.5,1.0,0.5714285714285714,1.0,0.7142857142857142,0.6,1.0,0.5357142857142857,1.0,0.6607142857142857
