,path,acc,f1,pr,re,auc_pr_RUNX1_RUNX1T1,auc_pr_control,auc_pr_NPM1,auc_pr_PML_RARA,auc_pr_CBFB_MYH11,auc_roc_RUNX1_RUNX1T1,auc_roc_control,auc_roc_NPM1,auc_roc_PML_RARA,auc_roc_CBFB_MYH11,c_acc_RUNX1_RUNX1T1,c_acc_control,c_acc_NPM1,c_acc_PML_RARA,c_acc_CBFB_MYH11,c_f1_RUNX1_RUNX1T1,c_f1_control,c_f1_NPM1,c_f1_PML_RARA,c_f1_CBFB_MYH11
std,std_exp0,0.02702702702702703,0.02915992239635241,0.03042791959242619,0.02702702702702703,0.03371057654245656,0.0,0.008854937420507091,0.0,0.004436349471045856,0.05338125809536368,0.0,0.00962250448649373,0.05773502691896257,0.0,0.0962250448649376,0.0,0.0,0.11547005383792512,0.0,0.10123207932418225,0.0,0.03299144395369285,0.06415002990995845,0.0
std,std_exp3,0.04681218398834801,0.05730058699731149,0.05695013680576563,0.04681218398834801,0.06200790795024311,0.0,0.047773869886821134,0.0,0.060805226232611025,0.13502546618144468,0.011547005383792525,0.018028280462857985,0.05773502691896257,0.03161680045562238,0.2886751345948129,0.0,0.08247860988423228,0.11547005383792512,0.08247860988423221,0.2886751345948129,0.023094010767585053,0.05938172202626241,0.06415002990995845,0.0177646236673731
std,std_mix10,0.015604061329449376,0.015604061329449376,0.015604061329449314,0.015604061329449376,0.039871993801347864,7.850462293418876e-17,0.025624936425578566,0.021169509870286256,0.10701975079941856,0.05742462354843047,0.0,0.00962250448649373,0.0,0.00962250448649373,0.0962250448649376,0.0,0.0,1.3597399555105182e-16,0.0,0.0962250448649376,0.0,0.03299144395369285,0.0,0.03299144395369285
std,std_mix20,0.02702702702702703,0.026784703608344326,0.017506862225428767,0.02702702702702703,0.025774565588822615,0.0,0.020778201786453156,0.0,0.03926436135964224,0.06260228843981559,0.0,0.03161680045562231,0.05773502691896257,0.03161680045562238,0.0962250448649376,0.0,0.08247860988423221,0.11547005383792514,0.08247860988423228,0.11750194089630357,0.0,0.013746434980705326,0.06415002990995845,0.01030982623552906
std,std_mix30,0.0,0.0010565673319855144,0.008842301420021332,0.0,0.06185418503797631,0.0,0.007076875711598664,0.0,0.0004820178499727975,0.009312101115961698,0.0,0.041239304942116105,0.05773502691896256,0.00962250448649373,0.0,0.0,0.08247860988423221,0.11547005383792514,0.0,0.04198911048651825,0.0,0.050756067621065944,0.06415002990995845,0.02547133540542464
std,std_mix50,0.015604061329449378,0.014525268074862362,0.014625784855502642,0.015604061329449378,0.06049776379229491,0.0,0.0638001095452182,0.0,0.06388209088058691,0.048112522432468774,0.0,0.00962250448649373,0.0,0.00962250448649373,0.0962250448649376,0.0,0.0,0.0,0.0,0.05181348569650489,0.0,0.031722542263166266,0.0,0.03299144395369285
std,std_uncertain_max10,0.015604061329449314,0.013699653470623829,0.0015766860116635051,0.015604061329449314,0.014891971229097564,0.0,0.03946760359481309,0.021169509870286256,0.09006644383226822,0.12040890430344885,0.0,0.03161680045562238,0.05379479722364731,0.019097157802406284,0.2545875386086578,0.0,0.08247860988423221,0.11547005383792514,0.08247860988423221,0.14417081390637423,0.0,0.0177646236673731,0.05918651795032644,0.03247873949117473
std,std_uncertain_max20,0.015604061329449378,0.015531415638295918,0.017758558128264747,0.015604061329449378,0.015288124019202603,0.0,0.09085256325218219,0.0,0.1138287555715717,0.044198431738847715,0.0,0.03736907100632873,0.0,0.0,0.0962250448649376,0.0,0.08247860988423221,0.0,0.0,0.04828514397470432,0.0,0.04342166011058593,0.0,0.0
std,std_uncertain_max30,0.0,0.006921284980285373,0.026169169512666575,0.0,0.1148044454880378,0.0,0.09619469152877168,0.0,0.039761117450997314,0.03361110991668655,0.0,0.08365019125713039,0.05773502691896257,0.04679848567557319,0.09622504486493767,0.0,0.21821789023599236,0.11547005383792512,0.08247860988423221,0.06141441943540669,0.0,0.08361629962581536,0.06415002990995845,0.07205976400331866
std,std_uncertain_max40,0.04128446572032286,0.04172247388584226,0.03812641201270636,0.04128446572032286,0.09123337266520799,0.0,0.09245463451741961,0.0,0.05366316419202722,0.09471118467185531,0.0,0.02759577563605357,0.009021097956087904,0.050861809428609836,0.1924500897298753,0.0,0.08247860988423228,0.0,0.08247860988423221,0.15628365157384527,0.0,0.04467591368729248,0.05248638810814781,0.08247860988423221
